Id.Cliente,Familia,Categoria Productos,Potencial_H
31506,Bioseguridad,Categoria C2,"879,20"
31509,Bioseguridad,Categoria C2,"1.086,44"
31524,Bioseguridad,Categoria C2,"1.667,34"
31570,Bioseguridad,Categoria C2,"879,20"
31591,Bioseguridad,Categoria C2,"1.086,44"
31592,Bioseguridad,Categoria C2,"879,20"
31598,Bioseguridad,Categoria C2,"1.086,44"
31608,Bioseguridad,Categoria C2,"1.086,44"
31610,Bioseguridad,Categoria C2,"1.086,44"
31617,Bioseguridad,Categoria C2,"879,20"
31618,Bioseguridad,Categoria C2,"1.086,44"
31634,Bioseguridad,Categoria C2,"1.086,44"
31639,Bioseguridad,Categoria C2,"1.667,34"
31649,Bioseguridad,Categoria C2,"1.086,44"
31664,Bioseguridad,Categoria C2,"1.086,44"
31665,Bioseguridad,Categoria C2,"1.086,44"
31680,Bioseguridad,Categoria C2,"1.086,44"
31681,Bioseguridad,Categoria C2,"1.086,44"
31699,Bioseguridad,Categoria C2,"879,20"
31701,Bioseguridad,Categoria C2,"1.667,34"
31707,Bioseguridad,Categoria C2,"2.778,90"
31720,Bioseguridad,Categoria C2,"1.086,44"
31726,Bioseguridad,Categoria C2,"879,20"
31736,Bioseguridad,Categoria C2,"1.086,44"
31747,Bioseguridad,Categoria C2,"1.086,44"
31770,Bioseguridad,Categoria C2,"2.223,12"
31803,Bioseguridad,Categoria C2,"1.086,44"
31829,Bioseguridad,Categoria C2,"1.086,44"
31840,Bioseguridad,Categoria C2,"1.086,44"
31843,Bioseguridad,Categoria C2,"1.086,44"
31847,Bioseguridad,Categoria C2,"1.086,44"
31848,Bioseguridad,Categoria C2,"1.667,34"
31849,Bioseguridad,Categoria C2,"1.667,34"
31857,Bioseguridad,Categoria C2,"1.086,44"
31861,Bioseguridad,Categoria C2,"1.086,44"
31862,Bioseguridad,Categoria C2,"1.086,44"
31888,Bioseguridad,Categoria C2,"1.086,44"
31901,Bioseguridad,Categoria C2,"1.086,44"
31903,Bioseguridad,Categoria C2,"1.086,44"
31906,Bioseguridad,Categoria C2,"1.667,34"
31916,Bioseguridad,Categoria C2,"1.667,34"
31945,Bioseguridad,Categoria C2,"879,20"
31946,Bioseguridad,Categoria C2,"1.667,34"
31977,Bioseguridad,Categoria C2,"1.086,44"
31978,Bioseguridad,Categoria C2,"1.667,34"
32000,Bioseguridad,Categoria C2,"1.086,44"
32005,Bioseguridad,Categoria C2,"1.086,44"
32014,Bioseguridad,Categoria C2,"2.223,12"
32020,Bioseguridad,Categoria C2,"1.667,34"
32023,Bioseguridad,Categoria C2,"1.086,44"
32028,Bioseguridad,Categoria C2,"1.667,34"
32042,Bioseguridad,Categoria C2,"1.667,34"
32047,Bioseguridad,Categoria C2,"879,20"
32060,Bioseguridad,Categoria C2,"1.667,34"
32067,Bioseguridad,Categoria C2,"1.667,34"
32073,Bioseguridad,Categoria C2,"1.667,34"
32090,Bioseguridad,Categoria C2,"1.086,44"
32132,Bioseguridad,Categoria C2,"1.086,44"
32134,Bioseguridad,Categoria C2,"1.086,44"
32190,Bioseguridad,Categoria C2,"2.223,12"
32191,Bioseguridad,Categoria C2,"1.086,44"
32192,Bioseguridad,Categoria C2,"879,20"
32193,Bioseguridad,Categoria C2,"1.667,34"
32206,Bioseguridad,Categoria C2,"1.086,44"
32215,Bioseguridad,Categoria C2,"879,20"
32216,Bioseguridad,Categoria C2,"1.667,34"
32225,Bioseguridad,Categoria C2,"1.086,44"
32226,Bioseguridad,Categoria C2,"1.667,34"
32249,Bioseguridad,Categoria C2,"1.667,34"
32268,Bioseguridad,Categoria C2,"1.086,44"
32269,Bioseguridad,Categoria C2,"879,20"
32289,Bioseguridad,Categoria C2,"3.334,68"
32290,Bioseguridad,Categoria C2,"1.667,34"
32297,Bioseguridad,Categoria C2,"1.086,44"
32303,Bioseguridad,Categoria C2,"1.086,44"
32316,Bioseguridad,Categoria C2,"1.086,44"
32331,Bioseguridad,Categoria C2,"1.086,44"
32332,Bioseguridad,Categoria C2,"879,20"
32345,Bioseguridad,Categoria C2,"1.086,44"
32365,Bioseguridad,Categoria C2,"1.667,34"
32398,Bioseguridad,Categoria C2,"1.086,44"
32405,Bioseguridad,Categoria C2,"1.667,34"
32412,Bioseguridad,Categoria C2,"2.223,12"
32431,Bioseguridad,Categoria C2,"1.667,34"
32457,Bioseguridad,Categoria C2,"1.086,44"
32481,Bioseguridad,Categoria C2,"2.223,12"
32501,Bioseguridad,Categoria C2,"2.223,12"
32503,Bioseguridad,Categoria C2,"1.086,44"
32520,Bioseguridad,Categoria C2,"1.667,34"
32522,Bioseguridad,Categoria C2,"1.086,44"
32547,Bioseguridad,Categoria C2,"1.086,44"
32548,Bioseguridad,Categoria C2,"2.223,12"
32562,Bioseguridad,Categoria C2,"1.086,44"
32565,Bioseguridad,Categoria C2,"1.667,34"
32580,Bioseguridad,Categoria C2,"1.086,44"
32582,Bioseguridad,Categoria C2,"1.086,44"
32600,Bioseguridad,Categoria C2,"1.086,44"
32615,Bioseguridad,Categoria C2,"1.086,44"
32639,Bioseguridad,Categoria C2,"1.086,44"
32640,Bioseguridad,Categoria C2,"879,20"
32651,Bioseguridad,Categoria C2,"1.086,44"
32652,Bioseguridad,Categoria C2,"1.667,34"
32668,Bioseguridad,Categoria C2,"879,20"
32674,Bioseguridad,Categoria C2,"1.086,44"
32688,Bioseguridad,Categoria C2,"1.667,34"
32695,Bioseguridad,Categoria C2,"2.223,12"
32702,Bioseguridad,Categoria C2,"1.086,44"
32705,Bioseguridad,Categoria C2,"1.086,44"
32720,Bioseguridad,Categoria C2,"1.667,34"
32721,Bioseguridad,Categoria C2,"1.667,34"
32745,Bioseguridad,Categoria C2,"1.086,44"
32747,Bioseguridad,Categoria C2,"879,20"
32758,Bioseguridad,Categoria C2,"879,20"
32759,Bioseguridad,Categoria C2,"2.223,12"
32770,Bioseguridad,Categoria C2,"1.086,44"
32787,Bioseguridad,Categoria C2,"879,20"
32793,Bioseguridad,Categoria C2,"1.086,44"
32817,Bioseguridad,Categoria C2,"1.086,44"
32819,Bioseguridad,Categoria C2,"1.086,44"
32820,Bioseguridad,Categoria C2,"1.086,44"
32831,Bioseguridad,Categoria C2,"1.086,44"
32845,Bioseguridad,Categoria C2,"4.446,24"
32872,Bioseguridad,Categoria C2,"879,20"
32883,Bioseguridad,Categoria C2,"1.086,44"
32894,Bioseguridad,Categoria C2,"879,20"
32897,Bioseguridad,Categoria C2,"1.086,44"
32918,Bioseguridad,Categoria C2,"1.086,44"
32928,Bioseguridad,Categoria C2,"2.223,12"
32936,Bioseguridad,Categoria C2,"1.086,44"
32951,Bioseguridad,Categoria C2,"1.667,34"
32953,Bioseguridad,Categoria C2,"879,20"
32955,Bioseguridad,Categoria C2,"1.086,44"
32965,Bioseguridad,Categoria C2,"1.086,44"
32966,Bioseguridad,Categoria C2,"1.086,44"
32986,Bioseguridad,Categoria C2,"1.667,34"
32995,Bioseguridad,Categoria C2,"1.086,44"
33006,Bioseguridad,Categoria C2,"1.086,44"
33032,Bioseguridad,Categoria C2,"1.667,34"
33039,Bioseguridad,Categoria C2,"1.086,44"
33040,Bioseguridad,Categoria C2,"879,20"
33064,Bioseguridad,Categoria C2,"1.086,44"
33090,Bioseguridad,Categoria C2,"1.086,44"
33096,Bioseguridad,Categoria C2,"1.086,44"
33105,Bioseguridad,Categoria C2,"1.086,44"
33115,Bioseguridad,Categoria C2,"1.086,44"
33122,Bioseguridad,Categoria C2,"3.334,68"
33132,Bioseguridad,Categoria C2,"1.086,44"
33134,Bioseguridad,Categoria C2,"1.667,34"
33156,Bioseguridad,Categoria C2,"879,20"
33158,Bioseguridad,Categoria C2,"879,20"
33160,Bioseguridad,Categoria C2,"1.086,44"
33166,Bioseguridad,Categoria C2,"879,20"
33171,Bioseguridad,Categoria C2,"1.086,44"
33172,Bioseguridad,Categoria C2,"1.667,34"
33173,Bioseguridad,Categoria C2,"1.086,44"
33180,Bioseguridad,Categoria C2,"1.086,44"
33195,Bioseguridad,Categoria C2,"1.086,44"
33196,Bioseguridad,Categoria C2,"1.086,44"
33211,Bioseguridad,Categoria C2,"1.086,44"
33218,Bioseguridad,Categoria C2,"1.086,44"
33226,Bioseguridad,Categoria C2,"1.667,34"
33237,Bioseguridad,Categoria C2,"1.086,44"
33246,Bioseguridad,Categoria C2,"1.086,44"
33260,Bioseguridad,Categoria C2,"879,20"
33270,Bioseguridad,Categoria C2,"1.667,34"
33274,Bioseguridad,Categoria C2,"2.778,90"
33275,Bioseguridad,Categoria C2,"879,20"
33285,Bioseguridad,Categoria C2,"1.086,44"
33295,Bioseguridad,Categoria C2,"879,20"
33315,Bioseguridad,Categoria C2,"1.086,44"
33322,Bioseguridad,Categoria C2,"1.086,44"
33325,Bioseguridad,Categoria C2,"1.086,44"
33327,Bioseguridad,Categoria C2,"1.086,44"
33338,Bioseguridad,Categoria C2,"879,20"
33355,Bioseguridad,Categoria C2,"1.086,44"
33366,Bioseguridad,Categoria C2,"1.086,44"
33393,Bioseguridad,Categoria C2,"1.667,34"
33395,Bioseguridad,Categoria C2,"1.086,44"
33418,Bioseguridad,Categoria C2,"1.667,34"
33443,Bioseguridad,Categoria C2,"1.086,44"
33445,Bioseguridad,Categoria C2,"1.086,44"
33457,Bioseguridad,Categoria C2,"1.086,44"
33485,Bioseguridad,Categoria C2,"1.086,44"
33490,Bioseguridad,Categoria C2,"2.223,12"
33505,Bioseguridad,Categoria C2,"4.446,24"
33520,Bioseguridad,Categoria C2,"1.086,44"
33532,Bioseguridad,Categoria C2,"1.086,44"
33547,Bioseguridad,Categoria C2,"1.086,44"
33558,Bioseguridad,Categoria C2,"1.667,34"
33565,Bioseguridad,Categoria C2,"1.667,34"
33575,Bioseguridad,Categoria C2,"1.667,34"
33595,Bioseguridad,Categoria C2,"2.223,12"
33623,Bioseguridad,Categoria C2,"1.086,44"
33640,Bioseguridad,Categoria C2,"2.223,12"
33651,Bioseguridad,Categoria C2,"1.086,44"
33665,Bioseguridad,Categoria C2,"1.086,44"
33676,Bioseguridad,Categoria C2,"1.086,44"
33679,Bioseguridad,Categoria C2,"1.086,44"
33680,Bioseguridad,Categoria C2,"1.086,44"
33681,Bioseguridad,Categoria C2,"1.086,44"
33706,Bioseguridad,Categoria C2,"1.667,34"
33709,Bioseguridad,Categoria C2,"13.338,72"
33731,Bioseguridad,Categoria C2,"2.778,90"
33734,Bioseguridad,Categoria C2,"1.086,44"
33750,Bioseguridad,Categoria C2,"1.086,44"
33767,Bioseguridad,Categoria C2,"1.667,34"
33768,Bioseguridad,Categoria C2,"1.086,44"
33786,Bioseguridad,Categoria C2,"1.086,44"
33814,Bioseguridad,Categoria C2,"1.667,34"
33816,Bioseguridad,Categoria C2,"879,20"
33822,Bioseguridad,Categoria C2,"1.086,44"
33825,Bioseguridad,Categoria C2,"1.667,34"
33841,Bioseguridad,Categoria C2,"1.086,44"
33847,Bioseguridad,Categoria C2,"1.086,44"
33861,Bioseguridad,Categoria C2,"1.086,44"
33885,Bioseguridad,Categoria C2,"1.086,44"
33889,Bioseguridad,Categoria C2,"879,20"
33903,Bioseguridad,Categoria C2,"879,20"
33915,Bioseguridad,Categoria C2,"1.086,44"
33916,Bioseguridad,Categoria C2,"2.223,12"
33929,Bioseguridad,Categoria C2,"1.086,44"
33931,Bioseguridad,Categoria C2,"1.667,34"
33942,Bioseguridad,Categoria C2,"1.086,44"
33953,Bioseguridad,Categoria C2,"2.778,90"
33954,Bioseguridad,Categoria C2,"1.667,34"
33962,Bioseguridad,Categoria C2,"1.667,34"
33980,Bioseguridad,Categoria C2,"1.086,44"
33981,Bioseguridad,Categoria C2,"1.086,44"
33987,Bioseguridad,Categoria C2,"1.086,44"
33991,Bioseguridad,Categoria C2,"879,20"
33993,Bioseguridad,Categoria C2,"2.223,12"
33994,Bioseguridad,Categoria C2,"1.086,44"
34012,Bioseguridad,Categoria C2,"1.086,44"
34023,Bioseguridad,Categoria C2,"1.086,44"
34041,Bioseguridad,Categoria C2,"1.086,44"
34044,Bioseguridad,Categoria C2,"1.667,34"
34045,Bioseguridad,Categoria C2,"1.667,34"
34055,Bioseguridad,Categoria C2,"1.086,44"
34061,Bioseguridad,Categoria C2,"1.086,44"
34084,Bioseguridad,Categoria C2,"1.086,44"
34090,Bioseguridad,Categoria C2,"1.086,44"
34123,Bioseguridad,Categoria C2,"1.086,44"
34124,Bioseguridad,Categoria C2,"3.334,68"
34126,Bioseguridad,Categoria C2,"1.086,44"
34128,Bioseguridad,Categoria C2,"1.667,34"
34129,Bioseguridad,Categoria C2,"1.667,34"
34141,Bioseguridad,Categoria C2,"1.086,44"
34142,Bioseguridad,Categoria C2,"879,20"
34162,Bioseguridad,Categoria C2,"1.086,44"
34172,Bioseguridad,Categoria C2,"879,20"
34176,Bioseguridad,Categoria C2,"1.667,34"
34181,Bioseguridad,Categoria C2,"1.086,44"
34185,Bioseguridad,Categoria C2,"1.667,34"
34190,Bioseguridad,Categoria C2,"1.086,44"
34193,Bioseguridad,Categoria C2,"1.667,34"
34194,Bioseguridad,Categoria C2,"879,20"
34211,Bioseguridad,Categoria C2,"1.086,44"
34212,Bioseguridad,Categoria C2,"1.086,44"
34222,Bioseguridad,Categoria C2,"1.086,44"
34223,Bioseguridad,Categoria C2,"1.086,44"
34232,Bioseguridad,Categoria C2,"1.086,44"
34240,Bioseguridad,Categoria C2,"1.086,44"
34244,Bioseguridad,Categoria C2,"879,20"
34292,Bioseguridad,Categoria C2,"879,20"
34301,Bioseguridad,Categoria C2,"1.086,44"
34302,Bioseguridad,Categoria C2,"879,20"
34307,Bioseguridad,Categoria C2,"1.086,44"
34311,Bioseguridad,Categoria C2,"1.667,34"
34320,Bioseguridad,Categoria C2,"1.667,34"
34327,Bioseguridad,Categoria C2,"1.086,44"
34334,Bioseguridad,Categoria C2,"1.086,44"
34335,Bioseguridad,Categoria C2,"1.086,44"
34349,Bioseguridad,Categoria C2,"1.667,34"
34350,Bioseguridad,Categoria C2,"1.086,44"
34363,Bioseguridad,Categoria C2,"2.778,90"
34365,Bioseguridad,Categoria C2,"2.778,90"
34370,Bioseguridad,Categoria C2,"1.086,44"
34375,Bioseguridad,Categoria C2,"879,20"
34390,Bioseguridad,Categoria C2,"1.086,44"
34391,Bioseguridad,Categoria C2,"1.086,44"
34402,Bioseguridad,Categoria C2,"1.086,44"
34416,Bioseguridad,Categoria C2,"1.086,44"
34418,Bioseguridad,Categoria C2,"2.223,12"
34420,Bioseguridad,Categoria C2,"1.086,44"
34421,Bioseguridad,Categoria C2,"1.086,44"
34440,Bioseguridad,Categoria C2,"879,20"
34441,Bioseguridad,Categoria C2,"1.086,44"
34449,Bioseguridad,Categoria C2,"879,20"
34451,Bioseguridad,Categoria C2,"1.086,44"
34471,Bioseguridad,Categoria C2,"1.667,34"
34472,Bioseguridad,Categoria C2,"2.223,12"
34482,Bioseguridad,Categoria C2,"1.086,44"
34501,Bioseguridad,Categoria C2,"1.086,44"
34514,Bioseguridad,Categoria C2,"1.086,44"
34515,Bioseguridad,Categoria C2,"1.086,44"
34519,Bioseguridad,Categoria C2,"1.086,44"
34537,Bioseguridad,Categoria C2,"1.667,34"
34543,Bioseguridad,Categoria C2,"1.086,44"
34556,Bioseguridad,Categoria C2,"1.667,34"
34559,Bioseguridad,Categoria C2,"1.086,44"
34586,Bioseguridad,Categoria C2,"1.086,44"
34594,Bioseguridad,Categoria C2,"1.086,44"
34605,Bioseguridad,Categoria C2,"879,20"
34608,Bioseguridad,Categoria C2,"1.667,34"
34618,Bioseguridad,Categoria C2,"1.086,44"
34625,Bioseguridad,Categoria C2,"879,20"
34627,Bioseguridad,Categoria C2,"1.667,34"
34631,Bioseguridad,Categoria C2,"1.667,34"
34634,Bioseguridad,Categoria C2,"1.086,44"
34636,Bioseguridad,Categoria C2,"1.086,44"
34637,Bioseguridad,Categoria C2,"1.086,44"
34639,Bioseguridad,Categoria C2,"1.086,44"
34641,Bioseguridad,Categoria C2,"1.086,44"
34671,Bioseguridad,Categoria C2,"1.667,34"
34676,Bioseguridad,Categoria C2,"1.086,44"
34679,Bioseguridad,Categoria C2,"1.086,44"
34682,Bioseguridad,Categoria C2,"1.086,44"
34686,Bioseguridad,Categoria C2,"1.086,44"
34687,Bioseguridad,Categoria C2,"1.086,44"
34695,Bioseguridad,Categoria C2,"1.667,34"
34704,Bioseguridad,Categoria C2,"1.667,34"
34705,Bioseguridad,Categoria C2,"2.223,12"
34708,Bioseguridad,Categoria C2,"1.086,44"
34726,Bioseguridad,Categoria C2,"1.667,34"
34729,Bioseguridad,Categoria C2,"1.086,44"
34732,Bioseguridad,Categoria C2,"1.667,34"
34758,Bioseguridad,Categoria C2,"2.778,90"
34761,Bioseguridad,Categoria C2,"1.086,44"
34765,Bioseguridad,Categoria C2,"1.086,44"
34773,Bioseguridad,Categoria C2,"879,20"
34777,Bioseguridad,Categoria C2,"2.223,12"
34793,Bioseguridad,Categoria C2,"879,20"
34808,Bioseguridad,Categoria C2,"1.667,34"
34810,Bioseguridad,Categoria C2,"1.086,44"
34811,Bioseguridad,Categoria C2,"1.086,44"
34814,Bioseguridad,Categoria C2,"1.086,44"
34817,Bioseguridad,Categoria C2,"1.667,34"
34823,Bioseguridad,Categoria C2,"1.086,44"
34833,Bioseguridad,Categoria C2,"1.086,44"
34853,Bioseguridad,Categoria C2,"1.086,44"
34855,Bioseguridad,Categoria C2,"879,20"
34856,Bioseguridad,Categoria C2,"1.086,44"
34859,Bioseguridad,Categoria C2,"1.667,34"
34871,Bioseguridad,Categoria C2,"879,20"
34878,Bioseguridad,Categoria C2,"879,20"
34881,Bioseguridad,Categoria C2,"1.086,44"
34885,Bioseguridad,Categoria C2,"1.086,44"
34890,Bioseguridad,Categoria C2,"1.086,44"
34895,Bioseguridad,Categoria C2,"879,20"
34904,Bioseguridad,Categoria C2,"879,20"
34907,Bioseguridad,Categoria C2,"1.086,44"
34933,Bioseguridad,Categoria C2,"1.667,34"
34934,Bioseguridad,Categoria C2,"879,20"
34937,Bioseguridad,Categoria C2,"879,20"
34945,Bioseguridad,Categoria C2,"1.086,44"
34946,Bioseguridad,Categoria C2,"1.667,34"
34961,Bioseguridad,Categoria C2,"1.086,44"
34962,Bioseguridad,Categoria C2,"1.086,44"
34969,Bioseguridad,Categoria C2,"1.086,44"
34983,Bioseguridad,Categoria C2,"1.086,44"
34987,Bioseguridad,Categoria C2,"879,20"
34989,Bioseguridad,Categoria C2,"3.334,68"
34990,Bioseguridad,Categoria C2,"879,20"
34992,Bioseguridad,Categoria C2,"1.667,34"
35020,Bioseguridad,Categoria C2,"1.086,44"
35038,Bioseguridad,Categoria C2,"1.086,44"
35039,Bioseguridad,Categoria C2,"1.086,44"
35043,Bioseguridad,Categoria C2,"1.086,44"
35049,Bioseguridad,Categoria C2,"1.667,34"
35052,Bioseguridad,Categoria C2,"1.086,44"
35061,Bioseguridad,Categoria C2,"1.086,44"
35077,Bioseguridad,Categoria C2,"1.086,44"
35080,Bioseguridad,Categoria C2,"879,20"
35091,Bioseguridad,Categoria C2,"1.086,44"
35093,Bioseguridad,Categoria C2,"1.086,44"
35104,Bioseguridad,Categoria C2,"1.667,34"
35105,Bioseguridad,Categoria C2,"1.086,44"
35106,Bioseguridad,Categoria C2,"1.086,44"
35117,Bioseguridad,Categoria C2,"1.667,34"
35118,Bioseguridad,Categoria C2,"1.667,34"
35121,Bioseguridad,Categoria C2,"879,20"
35122,Bioseguridad,Categoria C2,"1.667,34"
35135,Bioseguridad,Categoria C2,"1.667,34"
35139,Bioseguridad,Categoria C2,"1.667,34"
35141,Bioseguridad,Categoria C2,"1.086,44"
35159,Bioseguridad,Categoria C2,"879,20"
35162,Bioseguridad,Categoria C2,"879,20"
35187,Bioseguridad,Categoria C2,"1.086,44"
35189,Bioseguridad,Categoria C2,"1.086,44"
35193,Bioseguridad,Categoria C2,"1.667,34"
35195,Bioseguridad,Categoria C2,"879,20"
35202,Bioseguridad,Categoria C2,"1.086,44"
35208,Bioseguridad,Categoria C2,"1.086,44"
35210,Bioseguridad,Categoria C2,"879,20"
35211,Bioseguridad,Categoria C2,"879,20"
35217,Bioseguridad,Categoria C2,"2.223,12"
35220,Bioseguridad,Categoria C2,"1.086,44"
35226,Bioseguridad,Categoria C2,"1.667,34"
35230,Bioseguridad,Categoria C2,"1.086,44"
35238,Bioseguridad,Categoria C2,"1.086,44"
35239,Bioseguridad,Categoria C2,"879,20"
35255,Bioseguridad,Categoria C2,"1.086,44"
35263,Bioseguridad,Categoria C2,"1.086,44"
35264,Bioseguridad,Categoria C2,"1.667,34"
35266,Bioseguridad,Categoria C2,"1.086,44"
35267,Bioseguridad,Categoria C2,"1.667,34"
35275,Bioseguridad,Categoria C2,"2.223,12"
35294,Bioseguridad,Categoria C2,"1.086,44"
35333,Bioseguridad,Categoria C2,"2.223,12"
35347,Bioseguridad,Categoria C2,"1.086,44"
35359,Bioseguridad,Categoria C2,"879,20"
35373,Bioseguridad,Categoria C2,"1.086,44"
35390,Bioseguridad,Categoria C2,"879,20"
35395,Bioseguridad,Categoria C2,"879,20"
35398,Bioseguridad,Categoria C2,"1.667,34"
35407,Bioseguridad,Categoria C2,"1.086,44"
35408,Bioseguridad,Categoria C2,"879,20"
35410,Bioseguridad,Categoria C2,"1.086,44"
35416,Bioseguridad,Categoria C2,"1.667,34"
35425,Bioseguridad,Categoria C2,"5.002,02"
35426,Bioseguridad,Categoria C2,"1.086,44"
35432,Bioseguridad,Categoria C2,"1.086,44"
35434,Bioseguridad,Categoria C2,"1.667,34"
35435,Bioseguridad,Categoria C2,"2.223,12"
35451,Bioseguridad,Categoria C2,"1.086,44"
35472,Bioseguridad,Categoria C2,"1.086,44"
35481,Bioseguridad,Categoria C2,"879,20"
35492,Bioseguridad,Categoria C2,"1.086,44"
35505,Bioseguridad,Categoria C2,"1.086,44"
35506,Bioseguridad,Categoria C2,"1.086,44"
35511,Bioseguridad,Categoria C2,"1.086,44"
35514,Bioseguridad,Categoria C2,"1.086,44"
35536,Bioseguridad,Categoria C2,"1.086,44"
35544,Bioseguridad,Categoria C2,"1.667,34"
35557,Bioseguridad,Categoria C2,"1.667,34"
35558,Bioseguridad,Categoria C2,"1.667,34"
35566,Bioseguridad,Categoria C2,"1.086,44"
35568,Bioseguridad,Categoria C2,"2.223,12"
35570,Bioseguridad,Categoria C2,"1.086,44"
35571,Bioseguridad,Categoria C2,"1.086,44"
35572,Bioseguridad,Categoria C2,"1.667,34"
35573,Bioseguridad,Categoria C2,"3.334,68"
35590,Bioseguridad,Categoria C2,"1.667,34"
35596,Bioseguridad,Categoria C2,"1.086,44"
35614,Bioseguridad,Categoria C2,"1.086,44"
35615,Bioseguridad,Categoria C2,"1.086,44"
35618,Bioseguridad,Categoria C2,"1.086,44"
35647,Bioseguridad,Categoria C2,"1.086,44"
35666,Bioseguridad,Categoria C2,"2.223,12"
35674,Bioseguridad,Categoria C2,"1.667,34"
35675,Bioseguridad,Categoria C2,"879,20"
35676,Bioseguridad,Categoria C2,"879,20"
35686,Bioseguridad,Categoria C2,"1.086,44"
35693,Bioseguridad,Categoria C2,"1.667,34"
35705,Bioseguridad,Categoria C2,"1.086,44"
35708,Bioseguridad,Categoria C2,"1.086,44"
35710,Bioseguridad,Categoria C2,"1.086,44"
35711,Bioseguridad,Categoria C2,"1.086,44"
35714,Bioseguridad,Categoria C2,"1.667,34"
35720,Bioseguridad,Categoria C2,"1.086,44"
35742,Bioseguridad,Categoria C2,"2.223,12"
35747,Bioseguridad,Categoria C2,"1.667,34"
35748,Bioseguridad,Categoria C2,"3.334,68"
35766,Bioseguridad,Categoria C2,"1.086,44"
35774,Bioseguridad,Categoria C2,"1.086,44"
35791,Bioseguridad,Categoria C2,"1.086,44"
35813,Bioseguridad,Categoria C2,"1.086,44"
35822,Bioseguridad,Categoria C2,"1.086,44"
35837,Bioseguridad,Categoria C2,"2.778,90"
35840,Bioseguridad,Categoria C2,"1.086,44"
35847,Bioseguridad,Categoria C2,"2.223,12"
35851,Bioseguridad,Categoria C2,"1.086,44"
35853,Bioseguridad,Categoria C2,"1.667,34"
35861,Bioseguridad,Categoria C2,"1.086,44"
35868,Bioseguridad,Categoria C2,"1.086,44"
35886,Bioseguridad,Categoria C2,"1.667,34"
35895,Bioseguridad,Categoria C2,"1.086,44"
35896,Bioseguridad,Categoria C2,"1.086,44"
35904,Bioseguridad,Categoria C2,"1.667,34"
35905,Bioseguridad,Categoria C2,"1.667,34"
35906,Bioseguridad,Categoria C2,"1.667,34"
35907,Bioseguridad,Categoria C2,"2.223,12"
35923,Bioseguridad,Categoria C2,"1.086,44"
35926,Bioseguridad,Categoria C2,"1.086,44"
35931,Bioseguridad,Categoria C2,"1.086,44"
35934,Bioseguridad,Categoria C2,"2.223,12"
35948,Bioseguridad,Categoria C2,"879,20"
35959,Bioseguridad,Categoria C2,"1.667,34"
35962,Bioseguridad,Categoria C2,"1.667,34"
35972,Bioseguridad,Categoria C2,"2.223,12"
35977,Bioseguridad,Categoria C2,"1.086,44"
35978,Bioseguridad,Categoria C2,"879,20"
35983,Bioseguridad,Categoria C2,"879,20"
36014,Bioseguridad,Categoria C2,"1.086,44"
36017,Bioseguridad,Categoria C2,"879,20"
36027,Bioseguridad,Categoria C2,"1.667,34"
36029,Bioseguridad,Categoria C2,"879,20"
36037,Bioseguridad,Categoria C2,"1.086,44"
36043,Bioseguridad,Categoria C2,"2.223,12"
36076,Bioseguridad,Categoria C2,"1.086,44"
36095,Bioseguridad,Categoria C2,"2.778,90"
36109,Bioseguridad,Categoria C2,"879,20"
36119,Bioseguridad,Categoria C2,"1.086,44"
36153,Bioseguridad,Categoria C2,"1.667,34"
36156,Bioseguridad,Categoria C2,"1.086,44"
36163,Bioseguridad,Categoria C2,"879,20"
36196,Bioseguridad,Categoria C2,"1.086,44"
36208,Bioseguridad,Categoria C2,"1.086,44"
36215,Bioseguridad,Categoria C2,"2.223,12"
36249,Bioseguridad,Categoria C2,"1.667,34"
36250,Bioseguridad,Categoria C2,"1.667,34"
36253,Bioseguridad,Categoria C2,"1.086,44"
36263,Bioseguridad,Categoria C2,"1.086,44"
36264,Bioseguridad,Categoria C2,"1.667,34"
36279,Bioseguridad,Categoria C2,"879,20"
36291,Bioseguridad,Categoria C2,"1.086,44"
36295,Bioseguridad,Categoria C2,"1.667,34"
36329,Bioseguridad,Categoria C2,"1.086,44"
36348,Bioseguridad,Categoria C2,"1.086,44"
36349,Bioseguridad,Categoria C2,"1.086,44"
36374,Bioseguridad,Categoria C2,"2.223,12"
36382,Bioseguridad,Categoria C2,"1.086,44"
36390,Bioseguridad,Categoria C2,"1.086,44"
36391,Bioseguridad,Categoria C2,"879,20"
36419,Bioseguridad,Categoria C2,"1.086,44"
36422,Bioseguridad,Categoria C2,"1.086,44"
36431,Bioseguridad,Categoria C2,"879,20"
36448,Bioseguridad,Categoria C2,"2.223,12"
36463,Bioseguridad,Categoria C2,"1.086,44"
36464,Bioseguridad,Categoria C2,"5.557,80"
36472,Bioseguridad,Categoria C2,"1.667,34"
36474,Bioseguridad,Categoria C2,"3.890,46"
36477,Bioseguridad,Categoria C2,"1.086,44"
36486,Bioseguridad,Categoria C2,"1.667,34"
36492,Bioseguridad,Categoria C2,"1.667,34"
36494,Bioseguridad,Categoria C2,"1.667,34"
36500,Bioseguridad,Categoria C2,"1.667,34"
36502,Bioseguridad,Categoria C2,"1.667,34"
36503,Bioseguridad,Categoria C2,"1.086,44"
36506,Bioseguridad,Categoria C2,"1.667,34"
36511,Bioseguridad,Categoria C2,"1.667,34"
36521,Bioseguridad,Categoria C2,"1.086,44"
36541,Bioseguridad,Categoria C2,"1.667,34"
